X,Y,FID,OBJECTID,FULL_ADDS,STPFX,STNAME,STTYPE,STNUM,STALPHA,ADD_TYPE,ZIP
-77.0560231321472,38.8195670735279,16491,16872,415 E NELSON AV,E,NELSON,AV,415,,BP,22301
-77.0558832776785,38.8199271508989,16492,16873,418 E NELSON AV,E,NELSON,AV,418,,BP,22301
-77.055845135778,38.8195808496901,16493,16874,419 E NELSON AV,E,NELSON,AV,419,,BP,22301
-77.0558271289942,38.8199316971062,16494,16875,420 E NELSON AV,E,NELSON,AV,420,,BP,22301
-77.0557944630365,38.8195856479704,16495,16876,421 E NELSON AV,E,NELSON,AV,421,,BP,22301
-77.055772310325,38.8199361362259,16496,16877,422 E NELSON AV,E,NELSON,AV,422,,BP,22301
-77.0557424506447,38.8195905738926,16497,16878,423 E NELSON AV,E,NELSON,AV,423,,BP,22301
-77.055713270853,38.8199409161843,16498,16879,424 E NELSON AV,E,NELSON,AV,424,,BP,22301
-77.0556820416361,38.8195962946912,16499,16880,425 E NELSON AV,E,NELSON,AV,425,,BP,22301
-77.0556813465345,38.8199435017935,16500,16881,426 E NELSON AV,E,NELSON,AV,426,,BP,22301
-77.0556268099929,38.8196015242007,16501,16882,427 E NELSON AV,E,NELSON,AV,427,,BP,22301
-77.0555400191814,38.8199567693368,16502,16883,430 E NELSON AV,E,NELSON,AV,430,,BP,22301
-77.0555081717271,38.8196107473005,16503,16884,431 E NELSON AV,E,NELSON,AV,431,,BP,22301
-77.0554836239421,38.8199621196014,16504,16885,432 E NELSON AV,E,NELSON,AV,432,,BP,22301
-77.0554473275934,38.8196160553901,16505,16886,433 E NELSON AV,E,NELSON,AV,433,,BP,22301
-77.0554263887141,38.8199675477913,16506,16887,434 E NELSON AV,E,NELSON,AV,434,,BP,22301
-77.0553933674721,38.8196207634742,16507,16888,435 E NELSON AV,E,NELSON,AV,435,,BP,22301
-77.0553728400729,38.8199726267227,16508,16889,436 E NELSON AV,E,NELSON,AV,436,,BP,22301
-77.0553382605944,38.8196255709353,16509,16890,437 E NELSON AV,E,NELSON,AV,437,,BP,22301
-77.0553160559601,38.8199780135633,16510,16891,438 E NELSON AV,E,NELSON,AV,438,,BP,22301
-77.0552754413322,38.8196310510267,16511,16892,439 E NELSON AV,E,NELSON,AV,439,,BP,22301
-77.0552876166124,38.8199807104454,16512,16893,440 E NELSON AV,E,NELSON,AV,440,,BP,22301
-77.0552331957305,38.8196347356327,16513,16894,441 E NELSON AV,E,NELSON,AV,441,,BP,22301
-77.0549048176989,38.8199921165929,16514,16895,500 E NELSON AV,E,NELSON,AV,500,,BP,22301
-77.0548807494902,38.8196705790284,16515,16896,501 E NELSON AV,E,NELSON,AV,501,,BP,22301
-77.0548467779951,38.8199987734075,16516,16897,502 E NELSON AV,E,NELSON,AV,502,,BP,22301
-77.0548103012834,38.819676816318,16517,16898,503 E NELSON AV,E,NELSON,AV,503,,BP,22301
-77.0548121111432,38.8200017772834,16518,16899,504 E NELSON AV,E,NELSON,AV,504,,BP,22301
-77.0547669238572,38.8196806570974,16519,16900,505 E NELSON AV,E,NELSON,AV,505,,BP,22301
-77.0547359289967,38.8200104485676,16520,16901,506 E NELSON AV,E,NELSON,AV,506,,BP,22301
-77.054699483375,38.819686627744,16521,16902,507 E NELSON AV,E,NELSON,AV,507,,BP,22301
-77.0547026592661,38.8200133299715,16522,16903,508 E NELSON AV,E,NELSON,AV,508,,BP,22301
-77.0546608038908,38.8196900515467,16523,16904,509 E NELSON AV,E,NELSON,AV,509,,BP,22301
-77.054624930814,38.8200179755877,16524,16905,510 E NELSON AV,E,NELSON,AV,510,,BP,22301
-77.054592966502,38.8196960577864,16525,16906,511 E NELSON AV,E,NELSON,AV,511,,BP,22301
-77.0545888564854,38.820021099907,16526,16907,512 E NELSON AV,E,NELSON,AV,512,,BP,22301
-77.0545428882847,38.8197004907568,16527,16908,513 E NELSON AV,E,NELSON,AV,513,,BP,22301
-77.0544538741528,38.8200314062829,16528,16909,516 E NELSON AV,E,NELSON,AV,516,,BP,22301
-77.0544148394702,38.8197137187016,16529,16910,517 E NELSON AV,E,NELSON,AV,517,,BP,22301
-77.054401774729,38.8200500169614,16530,16911,518 E NELSON AV,E,NELSON,AV,518,,BP,22301
-77.054359504048,38.8197186589333,16531,16912,519 E NELSON AV,E,NELSON,AV,519,,BP,22301
-77.0543627651671,38.8200411079237,16532,16913,520 E NELSON AV,E,NELSON,AV,520,,BP,22301
-77.0543103860752,38.8197230450732,16533,16914,521 E NELSON AV,E,NELSON,AV,521,,BP,22301
-77.0542865392819,38.8200492008657,16534,16915,522 E NELSON AV,E,NELSON,AV,522,,BP,22301
-77.054243928618,38.8197289789189,16535,16916,523 E NELSON AV,E,NELSON,AV,523,,BP,22301
-77.0542518258647,38.8200521697667,16536,16917,524 E NELSON AV,E,NELSON,AV,524,,BP,22301
-77.054205542672,38.8197324070896,16537,16918,525 E NELSON AV,E,NELSON,AV,525,,BP,22301
-77.0541750901911,38.8200550362179,16538,16919,526 E NELSON AV,E,NELSON,AV,526,,BP,22301
-77.054141176922,38.8197381540248,16539,16920,527 E NELSON AV,E,NELSON,AV,527,,BP,22301
-77.0541409005272,38.8200579601852,16540,16921,528 E NELSON AV,E,NELSON,AV,528,,BP,22301
-77.0540911890077,38.8197426176474,16541,16922,529 E NELSON AV,E,NELSON,AV,529,,BP,22301
-77.054013320586,38.8200773794392,16542,16923,532 E NELSON AV,E,NELSON,AV,532,,BP,22301
-77.0539643806057,38.8197508006195,16543,16924,533 E NELSON AV,E,NELSON,AV,533,,BP,22301
-77.053964290875,38.8200760535643,16544,16925,534 E NELSON AV,E,NELSON,AV,534,,BP,22301
-77.0539075109255,38.8197562073464,16545,16926,535 E NELSON AV,E,NELSON,AV,535,,BP,22301
-77.0539099561921,38.8200927624918,16546,16927,536 E NELSON AV,E,NELSON,AV,536,,BP,22301
-77.0538555775081,38.81976114422,16547,16928,537 E NELSON AV,E,NELSON,AV,537,,BP,22301
-77.0538431597529,38.8200849145214,16548,16929,538 E NELSON AV,E,NELSON,AV,538,,BP,22301
-77.0538073479828,38.8197657303005,16549,16930,539 E NELSON AV,E,NELSON,AV,539,,BP,22301
-77.053795640053,38.8200890696812,16550,16931,540 E NELSON AV,E,NELSON,AV,540,,BP,22301
-77.053749172091,38.819771261401,16551,16932,541 E NELSON AV,E,NELSON,AV,541,,BP,22301
-77.0536755141995,38.8200960481456,16552,16933,544 E NELSON AV,E,NELSON,AV,544,,BP,22301
-77.0536287836804,38.8197815241635,16553,16934,545 E NELSON AV,E,NELSON,AV,545,,BP,22301
-77.0536367660101,38.8201000104394,16554,16935,546 E NELSON AV,E,NELSON,AV,546,,BP,22301
-77.05358103295,38.8197857232363,16555,16936,547 E NELSON AV,E,NELSON,AV,547,,BP,22301
-77.0535731772934,38.8201074135923,16556,16937,548 E NELSON AV,E,NELSON,AV,548,,BP,22301
-77.0535304460552,38.8197929334594,16557,16938,549 E NELSON AV,E,NELSON,AV,549,,BP,22301
-77.053504030857,38.8201122318289,16558,16939,550 E NELSON AV,E,NELSON,AV,550,,BP,22301
-77.0534758899675,38.8197949682906,16559,16940,551 E NELSON AV,E,NELSON,AV,551,,BP,22301
-77.0534484982143,38.8201179106905,16560,16941,552 E NELSON AV,E,NELSON,AV,552,,BP,22301
-77.0534098322308,38.8198007759546,16561,16942,553 E NELSON AV,E,NELSON,AV,553,,BP,22301
-77.053390605408,38.8201237802622,16562,16943,554 E NELSON AV,E,NELSON,AV,554,,BP,22301
-77.0533658114244,38.819804646126,16563,16944,555 E NELSON AV,E,NELSON,AV,555,,BP,22301
-77.0533448649611,38.8201302230794,16564,16945,556 E NELSON AV,E,NELSON,AV,556,,BP,22301
-77.0533073346644,38.8198097876899,16565,16946,557 E NELSON AV,E,NELSON,AV,557,,BP,22301
-77.0532296092798,38.8201426947968,16566,16947,560 E NELSON AV,E,NELSON,AV,560,,BP,22301
-77.0531736168586,38.8198215893533,16567,16948,561 E NELSON AV,E,NELSON,AV,561,,BP,22301
-77.0531722334276,38.8201557719753,16568,16949,562 E NELSON AV,E,NELSON,AV,562,,BP,22301
-77.0531293316173,38.8198254931149,16569,16950,563 E NELSON AV,E,NELSON,AV,563,,BP,22301
-77.0531064551389,38.8201565519804,16570,16951,564 E NELSON AV,E,NELSON,AV,564,,BP,22301
-77.0530784402281,38.8198299785024,16571,16952,565 E NELSON AV,E,NELSON,AV,565,,BP,22301
-77.0530660267856,38.8201574184062,16572,16953,566 E NELSON AV,E,NELSON,AV,566,,BP,22301
-77.0530221494431,38.8198349405613,16573,16954,567 E NELSON AV,E,NELSON,AV,567,,BP,22301
-77.0530107765996,38.8201709091292,16574,16955,568 E NELSON AV,E,NELSON,AV,568,,BP,22301
-77.0529742346198,38.8198391634922,16575,16956,569 E NELSON AV,E,NELSON,AV,569,,BP,22301
-77.0529560550486,38.8201759391621,16576,16957,570 E NELSON AV,E,NELSON,AV,570,,BP,22301
-77.0529055921805,38.8198452137902,16577,16958,571 E NELSON AV,E,NELSON,AV,571,,BP,22301
-77.0529011530776,38.8201761486324,16578,16959,572 E NELSON AV,E,NELSON,AV,572,,BP,22301
-77.0528539785308,38.8198497631507,16579,16960,573 E NELSON AV,E,NELSON,AV,573,,BP,22301
-77.0632772241513,38.8190279740724,16580,16961,4 W NELSON AV,W,NELSON,AV,4,,BP,22301
-77.0634710191835,38.8192736774936,16581,16962,5 W NELSON AV,W,NELSON,AV,5,,BP,22301
-77.0634546203568,38.8189556199806,16582,16963,6 W NELSON AV,W,NELSON,AV,6,,B,22301
-77.0636363760643,38.8189966509581,16583,16964,8 W NELSON AV,W,NELSON,AV,8,,B,22301
-77.0641015905111,38.8189410412157,16584,16965,100 W NELSON AV,W,NELSON,AV,100,,BP,22301
-77.0641541104373,38.8192165840143,16585,16966,101 W NELSON AV,W,NELSON,AV,101,,BP,22301
-77.0642742250016,38.818929215909,16586,16967,102 W NELSON AV,W,NELSON,AV,102,,BP,22301
-77.064295614243,38.8191851108149,16587,16968,103 W NELSON AV,W,NELSON,AV,103,,BP,22301
-77.0644504866144,38.8189235224733,16588,16969,104 W NELSON AV,W,NELSON,AV,104,,BP,22301
-77.0645091105084,38.8191672027468,16589,16970,105 W NELSON AV,W,NELSON,AV,105,,BP,22301
-77.0645953419127,38.8189024896384,16590,16971,106 W NELSON AV,W,NELSON,AV,106,,BP,22301
-77.0646616974565,38.819148351924,16591,16972,107 W NELSON AV,W,NELSON,AV,107,,BP,22301
-77.0648059777655,38.8188985820161,16592,16973,108 W NELSON AV,W,NELSON,AV,108,,BP,22301
-77.0648222858389,38.8191495621156,16593,16974,109 W NELSON AV,W,NELSON,AV,109,,BP,22301
-77.0649619184877,38.8188715055748,16594,16975,110 W NELSON AV,W,NELSON,AV,110,,BP,22301
-77.0649759331497,38.8191378666204,16595,16976,111 W NELSON AV,W,NELSON,AV,111,,BP,22301
-77.0651383555994,38.8188491212744,16596,16977,112 W NELSON AV,W,NELSON,AV,112,,BP,22301
-77.0653258389917,38.8188664065465,16597,16978,114 W NELSON AV,W,NELSON,AV,114,,BP,22301
-77.0653597655296,38.8190826890919,16598,16979,115 W NELSON AV,W,NELSON,AV,115,,BP,22301
-77.0655192516863,38.8188729985032,16599,16980,116 W NELSON AV,W,NELSON,AV,116,,BP,22301
-77.0655261248592,38.8190781820521,16600,16981,117 W NELSON AV,W,NELSON,AV,117,,BP,22301
-77.1097951445001,38.8205299603205,16601,16982,4600 NEWCOMB PL, ,NEWCOMB,PL,4600,,BP,22304
-77.1097404739204,38.8211335192806,16602,16983,4601 NEWCOMB PL, ,NEWCOMB,PL,4601,,BP,22304
-77.1099740353428,38.8206502901818,16603,16984,4604 NEWCOMB PL, ,NEWCOMB,PL,4604,,BP,22304
-77.1100156137856,38.8212703396919,16604,16985,4607 NEWCOMB PL, ,NEWCOMB,PL,4607,,BP,22304
-77.1101097983675,38.8208771711705,16605,16986,4612 NEWCOMB PL, ,NEWCOMB,PL,4612,,BP,22304
-77.1102356697406,38.8214001490754,16606,16987,4615 NEWCOMB PL, ,NEWCOMB,PL,4615,,BP,22304
-77.1103389909557,38.8210110707916,16607,16988,4620 NEWCOMB PL, ,NEWCOMB,PL,4620,,BP,22304
-77.1105631174524,38.8211282820866,16608,16989,4628 NEWCOMB PL, ,NEWCOMB,PL,4628,,BP,22304
-77.1108255044674,38.8215939456354,16609,16990,4701 NEWCOMB PL, ,NEWCOMB,PL,4701,,BP,22304
-77.1108783908481,38.821186773447,16610,16991,4702 NEWCOMB PL, ,NEWCOMB,PL,4702,,BP,22304
-77.1112806334699,38.8215660789076,16611,16992,4709 NEWCOMB PL, ,NEWCOMB,PL,4709,,BP,22304
-77.1111782873162,38.8210786599551,16612,16993,4710 NEWCOMB PL, ,NEWCOMB,PL,4710,,BP,22304
-77.1114333104966,38.8211287894668,16613,16994,4716 NEWCOMB PL, ,NEWCOMB,PL,4716,,BP,22304
-77.1114969615602,38.8213291969808,16614,16995,4717 NEWCOMB PL, ,NEWCOMB,PL,4717,,BP,22304
-77.0610959822881,38.816067053796,16615,16996,1005 NEWTON ST, ,NEWTON,ST,1005,,BP,22301
-77.061477839767,38.8165373227802,16616,16997,1106 NEWTON ST, ,NEWTON,ST,1106,,BP,22301
-77.061486597621,38.816866875271,16617,16998,1202 NEWTON ST, ,NEWTON,ST,1202,,BP,22301
-77.0614979553871,38.8169400937006,16618,16999,1204 NEWTON ST, ,NEWTON,ST,1204,,BP,22301
-77.0676372879647,38.8214769463248,16619,17000,1800 NICHOLSON LA, ,NICHOLSON,LA,1800,,BP,22302
-77.0674944752474,38.8218088602189,16620,17001,1803 NICHOLSON LA, ,NICHOLSON,LA,1803,,BP,22302
-77.1209208859886,38.8347839497958,16621,17002,2550 NICKY LA, ,NICKY,LA,2550,,B,22311
-77.120963719638,38.8347641269354,16622,17003,2552 NICKY LA, ,NICKY,LA,2552,,B,22311
-77.1210548755245,38.8347121910303,16623,17004,2554 NICKY LA, ,NICKY,LA,2554,,B,22311
-77.1211530592395,38.8347166807644,16624,17005,2556 NICKY LA, ,NICKY,LA,2556,,B,22311
-77.1209312752515,38.8348194329661,16625,17006,2557 NICKY LA, ,NICKY,LA,2557,,B,22311
-77.1212669262804,38.834765061178,16626,17007,2558 NICKY LA, ,NICKY,LA,2558,,B,22311
-77.1209506389679,38.8348734440587,16627,17008,2559 NICKY LA, ,NICKY,LA,2559,,B,22311
-77.121338608169,38.8347531341767,16628,17009,2560 NICKY LA, ,NICKY,LA,2560,,B,22311
-77.12096962535,38.834932468963,16629,17010,2561 NICKY LA, ,NICKY,LA,2561,,B,22311
-77.1214073646491,38.8347403457042,16630,17011,2562 NICKY LA, ,NICKY,LA,2562,,B,22311
-77.1209667556196,38.8349869422639,16631,17012,2563 NICKY LA, ,NICKY,LA,2563,,B,22311
-77.1214734895737,38.8347403079529,16632,17013,2564 NICKY LA, ,NICKY,LA,2564,,B,22311
-77.1209133176927,38.8350750004329,16633,17014,2565 NICKY LA, ,NICKY,LA,2565,,B,22311
-77.1215432521006,38.8347265942378,16634,17015,2566 NICKY LA, ,NICKY,LA,2566,,B,22311
-77.1210306246079,38.8350892604521,16635,17016,2567 NICKY LA, ,NICKY,LA,2567,,B,22311
-77.121639886605,38.8346520608248,16636,17017,2568 NICKY LA, ,NICKY,LA,2568,,B,22311
-77.1211201397006,38.8350302319186,16637,17018,2569 NICKY LA, ,NICKY,LA,2569,,B,22311
-77.1220608734933,38.8346152311603,16638,17019,2570 NICKY LA, ,NICKY,LA,2570,,B,22311
-77.1211867724753,38.835018279022,16639,17020,2571 NICKY LA, ,NICKY,LA,2571,,B,22311
-77.1220156107055,38.8347037245557,16640,17021,2572 NICKY LA, ,NICKY,LA,2572,,B,22311
-77.1212544209807,38.8350072371606,16641,17022,2573 NICKY LA, ,NICKY,LA,2573,,B,22311
-77.121821915412,38.8348140535917,16642,17023,2574 NICKY LA, ,NICKY,LA,2574,,B,22311
-77.12132767993,38.8350060544098,16643,17024,2575 NICKY LA, ,NICKY,LA,2575,,B,22311
-77.1218362621487,38.8349119319636,16644,17025,2576 NICKY LA, ,NICKY,LA,2576,,B,22311
-77.1213917374213,38.8350045184741,16645,17026,2577 NICKY LA, ,NICKY,LA,2577,,B,22311
-77.1218703133327,38.8349639558035,16646,17027,2578 NICKY LA, ,NICKY,LA,2578,,B,22311
-77.1215080102644,38.8350339386408,16647,17028,2579 NICKY LA, ,NICKY,LA,2579,,B,22311
-77.1219140327502,38.8350050394945,16648,17029,2580 NICKY LA, ,NICKY,LA,2580,,B,22311
-77.1216952968843,38.8352352996475,16649,17030,2581 NICKY LA, ,NICKY,LA,2581,,B,22311
-77.1221930437137,38.8347955856777,16650,17031,2582 NICKY LA, ,NICKY,LA,2582,,B,22311
-77.1216240468959,38.8353169883023,16651,17032,2583 NICKY LA, ,NICKY,LA,2583,,B,22311
-77.1221528251115,38.8348818580528,16652,17033,2584 NICKY LA, ,NICKY,LA,2584,,B,22311
-77.1215607415244,38.8353408927879,16653,17034,2585 NICKY LA, ,NICKY,LA,2585,,B,22311
-77.1219448807913,38.835052973261,16654,17035,2586 NICKY LA, ,NICKY,LA,2586,,B,22311
-77.1215097296544,38.8353809711964,16655,17036,2587 NICKY LA, ,NICKY,LA,2587,,B,22311
-77.1220549342868,38.8351036694862,16656,17037,2588 NICKY LA, ,NICKY,LA,2588,,B,22311
-77.1214910117591,38.8354158034099,16657,17038,2589 NICKY LA, ,NICKY,LA,2589,,B,22311
-77.1223321797792,38.8349716342094,16658,17039,2590 NICKY LA, ,NICKY,LA,2590,,B,22311
-77.1215575805145,38.8354394187502,16659,17040,2591 NICKY LA, ,NICKY,LA,2591,,B,22311
-77.1222882331972,38.8350567330846,16660,17041,2592 NICKY LA, ,NICKY,LA,2592,,B,22311
-77.1215826749991,38.8355352187655,16661,17042,2593 NICKY LA, ,NICKY,LA,2593,,B,22311
-77.1224982980469,38.8351499290689,16662,17043,2594 NICKY LA, ,NICKY,LA,2594,,B,22311
-77.1215768018991,38.8356131930105,16663,17044,2595 NICKY LA, ,NICKY,LA,2595,,B,22311
-77.121786313933,38.8355088179377,16664,17045,2597 NICKY LA, ,NICKY,LA,2597,,B,22311
-77.1218950925449,38.8355384064704,16665,17046,2599 NICKY LA, ,NICKY,LA,2599,,B,22311
-77.0791632975211,38.8084234795802,16666,17047,2918 NOB HILL CT, ,NOB HILL,CT,2918,,BP,22314
-77.0789190078574,38.8086407680932,16667,17048,2921 NOB HILL CT, ,NOB HILL,CT,2921,,P,22314
-77.0792759594849,38.8085072812652,16668,17049,2926 NOB HILL CT, ,NOB HILL,CT,2926,,BP,22314
-77.0790238623465,38.8088111995017,16669,17050,2927 NOB HILL CT, ,NOB HILL,CT,2927,,BP,22314
-77.079363770229,38.8084955069031,16670,17051,2928 NOB HILL CT, ,NOB HILL,CT,2928,,BP,22314
-77.0794528277192,38.8084737325638,16671,17052,2930 NOB HILL CT, ,NOB HILL,CT,2930,,BP,22314
-77.0795343085169,38.8084548656991,16672,17053,2932 NOB HILL CT, ,NOB HILL,CT,2932,,BP,22314
-77.0792439424035,38.8088585981548,16673,17054,2933 NOB HILL CT, ,NOB HILL,CT,2933,,BP,22314
-77.0797752670391,38.8084847024874,16674,17055,2938 NOB HILL CT, ,NOB HILL,CT,2938,,BP,22314
-77.0795880227177,38.8089212399871,16675,17056,2939 NOB HILL CT, ,NOB HILL,CT,2939,,BP,22314
-77.0799231574613,38.8086440722739,16676,17057,2944 NOB HILL CT, ,NOB HILL,CT,2944,,BP,22314
-77.0798514034275,38.8088378629784,16677,17058,2945 NOB HILL CT, ,NOB HILL,CT,2945,,BP,22314
-77.0925627134006,38.8089737212967,16678,17059,101 NORMANDY HILL DR, ,NORMANDY HILL,DR,101,,B,22304
-77.0925993307965,38.8089089496495,16679,17060,102 NORMANDY HILL DR, ,NORMANDY HILL,DR,102,,B,22304
-77.0926133682385,38.8088170560448,16680,17061,103 NORMANDY HILL DR, ,NORMANDY HILL,DR,103,,B,22304
-77.0926493839181,38.808741791881,16681,17062,104 NORMANDY HILL DR, ,NORMANDY HILL,DR,104,,B,22304
-77.0927182544599,38.8086907474909,16682,17063,104 1/2 NORMANDY HILL DR, ,NORMANDY HILL,DR,104,1/2,B,22304
-77.0927834458161,38.8087547240423,16683,17064,105 NORMANDY HILL DR, ,NORMANDY HILL,DR,105,,B,22304
-77.0927729828722,38.8087887248105,16684,17065,106 NORMANDY HILL DR, ,NORMANDY HILL,DR,106,,B,22304
-77.0927439434726,38.8088312284782,16685,17066,107 NORMANDY HILL DR, ,NORMANDY HILL,DR,107,,B,22304
-77.0927336108572,38.8088648055565,16686,17067,108 NORMANDY HILL DR, ,NORMANDY HILL,DR,108,,B,22304
-77.0927348026276,38.8089157587869,16687,17068,109 NORMANDY HILL DR, ,NORMANDY HILL,DR,109,,B,22304
-77.0927245635059,38.8089490297608,16688,17069,110 NORMANDY HILL DR, ,NORMANDY HILL,DR,110,,B,22304
-77.0926948436287,38.8089922901619,16689,17070,111 NORMANDY HILL DR, ,NORMANDY HILL,DR,111,,B,22304
-77.0926848614417,38.8090247290314,16690,17071,112 NORMANDY HILL DR, ,NORMANDY HILL,DR,112,,B,22304
-77.0931103301625,38.8087935554219,16691,17072,113 NORMANDY HILL DR, ,NORMANDY HILL,DR,113,,B,22304
-77.0930993314945,38.8088285777793,16692,17073,114 NORMANDY HILL DR, ,NORMANDY HILL,DR,114,,B,22304
-77.0930962694901,38.8088766744277,16693,17074,115 NORMANDY HILL DR, ,NORMANDY HILL,DR,115,,B,22304
-77.0930861415131,38.8089089241835,16694,17075,116 NORMANDY HILL DR, ,NORMANDY HILL,DR,116,,B,22304
-77.093060730583,38.8089519561514,16695,17076,117 NORMANDY HILL DR, ,NORMANDY HILL,DR,117,,B,22304
-77.093049354748,38.808988183959,16696,17077,118 NORMANDY HILL DR, ,NORMANDY HILL,DR,118,,B,22304
-77.0930473894216,38.8090380181788,16697,17078,119 NORMANDY HILL DR, ,NORMANDY HILL,DR,119,,B,22304
-77.0930325762495,38.8090851864678,16698,17079,120 NORMANDY HILL DR, ,NORMANDY HILL,DR,120,,B,22304
-77.0931752762567,38.809072245513,16699,17080,121 NORMANDY HILL DR, ,NORMANDY HILL,DR,121,,B,22304
-77.0931860470049,38.8089870734245,16700,17081,122 NORMANDY HILL DR, ,NORMANDY HILL,DR,122,,B,22304
-77.0932265350529,38.8089063732202,16701,17082,123 NORMANDY HILL DR, ,NORMANDY HILL,DR,123,,B,22304
-77.0932360915664,38.8088319259144,16702,17083,124 NORMANDY HILL DR, ,NORMANDY HILL,DR,124,,B,22304
-77.0932897861032,38.8086363288503,16703,17084,125 NORMANDY HILL DR, ,NORMANDY HILL,DR,125,,B,22304
-77.0932775355648,38.8085537259198,16704,17085,126 NORMANDY HILL DR, ,NORMANDY HILL,DR,126,,B,22304
-77.0932924513144,38.8084743795184,16705,17086,127 NORMANDY HILL DR, ,NORMANDY HILL,DR,127,,B,22304
-77.0932785645895,38.8083943030573,16706,17087,128 NORMANDY HILL DR, ,NORMANDY HILL,DR,128,,B,22304
-77.0931446582221,38.8083867465977,16707,17088,129 NORMANDY HILL DR, ,NORMANDY HILL,DR,129,,B,22304
-77.0931448378461,38.8084205488751,16708,17089,130 NORMANDY HILL DR, ,NORMANDY HILL,DR,130,,B,22304
-77.0931573401487,38.8084657166754,16709,17090,131 NORMANDY HILL DR, ,NORMANDY HILL,DR,131,,B,22304
-77.0931575260198,38.8085007875676,16710,17091,132 NORMANDY HILL DR, ,NORMANDY HILL,DR,132,,B,22304
-77.0931418546499,38.8085518629231,16711,17092,133 NORMANDY HILL DR, ,NORMANDY HILL,DR,133,,B,22304
-77.0931420438433,38.8085881159039,16712,17093,134 NORMANDY HILL DR, ,NORMANDY HILL,DR,134,,B,22304
-77.0931553314016,38.8086321119704,16713,17094,135 NORMANDY HILL DR, ,NORMANDY HILL,DR,135,,B,22304
-77.0931555141493,38.8086668719953,16714,17095,136 NORMANDY HILL DR, ,NORMANDY HILL,DR,136,,B,22304
-77.0929674523469,38.8084634575121,16715,17096,137 NORMANDY HILL DR, ,NORMANDY HILL,DR,137,,B,22304
-77.092927210951,38.8084579764047,16716,17097,138 NORMANDY HILL DR, ,NORMANDY HILL,DR,138,,B,22304
-77.0928497084743,38.808457696447,16717,17098,139 NORMANDY HILL DR, ,NORMANDY HILL,DR,139,,B,22304
-77.0928190482614,38.8084535203772,16718,17099,140 NORMANDY HILL DR, ,NORMANDY HILL,DR,140,,B,22304
-77.0927579233359,38.8084341915541,16719,17100,141 NORMANDY HILL DR, ,NORMANDY HILL,DR,141,,B,22304
-77.0927266992218,38.8084299411246,16720,17101,142 NORMANDY HILL DR, ,NORMANDY HILL,DR,142,,B,22304
-77.0926510509393,38.808431526625,16721,17102,143 NORMANDY HILL DR, ,NORMANDY HILL,DR,143,,B,22304
-77.0926086138173,38.8084257469807,16722,17103,144 NORMANDY HILL DR, ,NORMANDY HILL,DR,144,,B,22304
-77.092966765868,38.8083577837983,16723,17104,148 NORMANDY HILL DR, ,NORMANDY HILL,DR,148,,B,22304
-77.0922853956458,38.8084163355199,16724,17105,149 NORMANDY HILL DR, ,NORMANDY HILL,DR,149,,B,22304
-77.0922950650208,38.8083851155177,16725,17106,150 NORMANDY HILL DR, ,NORMANDY HILL,DR,150,,B,22304
-77.0922970890675,38.8083313709674,16726,17107,151 NORMANDY HILL DR, ,NORMANDY HILL,DR,151,,B,22304
-77.0923060921948,38.8083023007506,16727,17108,152 NORMANDY HILL DR, ,NORMANDY HILL,DR,152,,B,22304
-77.0923337966184,38.8082605848173,16728,17109,153 NORMANDY HILL DR, ,NORMANDY HILL,DR,153,,B,22304
-77.0923445120861,38.8082259852763,16729,17110,154 NORMANDY HILL DR, ,NORMANDY HILL,DR,154,,B,22304
-77.092343663266,38.8081771714024,16730,17111,155 NORMANDY HILL DR, ,NORMANDY HILL,DR,155,,B,22304
-77.0923548002864,38.8081412137769,16731,17112,156 NORMANDY HILL DR, ,NORMANDY HILL,DR,156,,B,22304
-77.0925303647533,38.8081314536839,16732,17113,157 NORMANDY HILL DR, ,NORMANDY HILL,DR,157,,B,22304
-77.0925685165424,38.8081270363255,16733,17114,158 NORMANDY HILL DR, ,NORMANDY HILL,DR,158,,B,22304
-77.092629632621,38.8081299353793,16734,17115,159 NORMANDY HILL DR, ,NORMANDY HILL,DR,159,,B,22304
-77.0926690146857,38.808125374179,16735,17116,160 NORMANDY HILL DR, ,NORMANDY HILL,DR,160,,B,22304
-77.0927327775399,38.8081054351547,16736,17117,161 NORMANDY HILL DR, ,NORMANDY HILL,DR,161,,B,22304
-77.0927719541598,38.8081008975834,16737,17118,162 NORMANDY HILL DR, ,NORMANDY HILL,DR,162,,B,22304
-77.0928366419454,38.8081033330361,16738,17119,163 NORMANDY HILL DR, ,NORMANDY HILL,DR,163,,B,22304
-77.0928808226411,38.8080982175743,16739,17120,164 NORMANDY HILL DR, ,NORMANDY HILL,DR,164,,B,22304
-77.0930891838664,38.8081510769747,16740,17121,165 NORMANDY HILL DR, ,NORMANDY HILL,DR,165,,B,22304
-77.0931318871756,38.8081560758106,16741,17122,166 NORMANDY HILL DR, ,NORMANDY HILL,DR,166,,B,22304
-77.0931837529614,38.8081731140098,16742,17123,167 NORMANDY HILL DR, ,NORMANDY HILL,DR,167,,B,22304
-77.0932333354812,38.8081789196644,16743,17124,168 NORMANDY HILL DR, ,NORMANDY HILL,DR,168,,B,22304
-77.0932735385186,38.8081644819566,16744,17125,169 NORMANDY HILL DR, ,NORMANDY HILL,DR,169,,B,22304
